id,firstname,lastname,email,score,date_of_birth,university
4937,Karly,Gunn,Karly.Gunn@mymail.com,7.37,1936-04-19,New York University (Buenos Aires campus)
4938,Alexine,Trinetta,Alexine.Trinetta@mymail.com,2.23,2013-09-20,Schiller International University
4939,Dorthy,Stefa,Dorthy.Stefa@mymail.com,1.5,2019-10-29,Temple University (Rome campus)
4940,Lindie,Laurianne,Lindie.Laurianne@mymail.com,3.39,1991-08-11,American College of Greece
4941,Sam,Therine,Sam.Therine@mymail.com,4.24,1953-10-18,American University of Antigua
4942,Imojean,Blase,Imojean.Blase@mymail.com,3.35,1957-02-13,University of Maryland Global Campus
4943,Vivia,Urias,Vivia.Urias@mymail.com,1.95,1904-09-19,American University of Antigua
4944,Chastity,Wallis,Chastity.Wallis@mymail.com,5.82,1929-09-03,American College of Thessaloniki (ACT)
4945,Dacia,Plato,Dacia.Plato@mymail.com,7.48,1957-12-03,Keiser University (Latin American campus)
4946,Kelly,Paton,Kelly.Paton@mymail.com,10.87,2010-03-22,New York University (Florence campus)
4947,Lila,Zuzana,Lila.Zuzana@mymail.com,3.37,1904-05-02,American College of Thessaloniki (ACT)
4948,Aimil,Jillane,Aimil.Jillane@mymail.com,1.7,1968-07-25,American College of Greece
4949,Philis,Astra,Philis.Astra@mymail.com,6.43,2001-07-03,Keiser University (Latin American campus)
4950,Fredericka,Tristram,Fredericka.Tristram@mymail.com,4.33,1939-11-15,University of Maryland Global Campus
4951,Demetris,Kravits,Demetris.Kravits@mymail.com,2.75,1947-05-12,American College Dublin
4952,Annabela,Macey,Annabela.Macey@mymail.com,8.43,1981-03-28,Girne American University
4953,Augustine,Poppy,Augustine.Poppy@mymail.com,6.01,1909-10-31,American University of Nigeria
4954,Mara,Karl,Mara.Karl@mymail.com,6.92,1925-11-04,American University of Nigeria
4955,Kellen,Markman,Kellen.Markman@mymail.com,7.2,1916-05-31,Temple University (Japan campus)
4956,Fayre,Caitlin,Fayre.Caitlin@mymail.com,1.82,2015-06-20,American University in Bulgaria
4957,Ardys,Fitzsimmons,Ardys.Fitzsimmons@mymail.com,7,1943-07-22,Hellenic American University
4958,Mignon,McNully,Mignon.McNully@mymail.com,10.52,1912-06-19,Girne American University
4959,Alex,Halsey,Alex.Halsey@mymail.com,7.03,2005-04-06,American University of Beirut
4960,Mureil,Hessler,Mureil.Hessler@mymail.com,6.31,1987-09-18,American College of Thessaloniki (ACT)
4961,Lusa,Taima,Lusa.Taima@mymail.com,2.68,1907-03-25,Webster University Geneva (Geneva campus)
4962,Orsola,Monk,Orsola.Monk@mymail.com,5.9,1963-11-14,Hult International Business School
4963,Rosanne,Dreda,Rosanne.Dreda@mymail.com,10.8,1912-03-24,American University of Nigeria
4964,Maridel,Seligman,Maridel.Seligman@mymail.com,8.48,1962-06-28,American University of Rome
4965,Bibby,Rad,Bibby.Rad@mymail.com,9.34,1951-03-03,American College of Thessaloniki (ACT)
4966,Magdalena,Dex,Magdalena.Dex@mymail.com,2.27,1960-01-06,McDaniel College Budapest
4967,Winifred,Ader,Winifred.Ader@mymail.com,2.1,1991-09-07,Lebanese American University
4968,Quintina,Tamsky,Quintina.Tamsky@mymail.com,2.23,1970-04-19,Girne American University
4969,Evaleen,Chesna,Evaleen.Chesna@mymail.com,10.77,1984-03-02,Stony Brook University (Korea campus)
4970,Larine,Durante,Larine.Durante@mymail.com,5.86,1981-09-08,Stony Brook University (Korea campus)
4971,Bernardine,Hirsch,Bernardine.Hirsch@mymail.com,3.54,1941-07-02,American College of Thessaloniki (ACT)
4972,Louella,Knowling,Louella.Knowling@mymail.com,8,2002-07-26,McDaniel College Budapest
4973,Ingrid,Shanley,Ingrid.Shanley@mymail.com,6.64,1999-05-20,New York University (Buenos Aires campus)
4974,Isa,Mott,Isa.Mott@mymail.com,6.91,1989-12-18,New York University (Abu Dhabi campus)
4975,Gaylene,Arathorn,Gaylene.Arathorn@mymail.com,10.03,1925-04-03,Central European University
4976,Konstance,Swigart,Konstance.Swigart@mymail.com,3.18,1974-04-02,New York University (Buenos Aires campus)
4977,Oona,Bergman,Oona.Bergman@mymail.com,4.3,1950-03-09,American University in Bosnia and Herzegovina
4978,Ana,Thilda,Ana.Thilda@mymail.com,10.2,1997-08-07,University of Maryland Global Campus
4979,Melodie,Olnee,Melodie.Olnee@mymail.com,3.19,1983-02-07,RIT Kosovo / American University in Kosovo
4980,Cyb,Alarise,Cyb.Alarise@mymail.com,6.19,1903-04-18,St. John's University (Paris campus)
4981,Ermengarde,McGrody,Ermengarde.McGrody@mymail.com,4.8,1951-02-04,Webster University Geneva (Geneva campus)
4982,Laurene,Kronfeld,Laurene.Kronfeld@mymail.com,1.07,1983-05-10,American University in Bulgaria
4983,Sonni,Yorick,Sonni.Yorick@mymail.com,10.8,1945-01-28,Girne American University
4984,Ethel,Holtz,Ethel.Holtz@mymail.com,2.11,1984-08-27,The American University in Cairo
4985,Jean,Jary,Jean.Jary@mymail.com,2.7,1966-11-19,American InterContinental University
4986,Antonietta,Weitman,Antonietta.Weitman@mymail.com,3.36,1902-08-30,Central European University
4987,Marsiella,Codding,Marsiella.Codding@mymail.com,4.98,1938-07-11,Central European University
4988,Roxane,Sinegold,Roxane.Sinegold@mymail.com,1.49,1995-05-20,Franklin University Switzerland
4989,Carol-Jean,Travax,Carol-Jean.Travax@mymail.com,3.36,1943-04-30,American University of Paris
4990,Janey,Talia,Janey.Talia@mymail.com,4.6,1913-04-19,McDaniel College Budapest
4991,Quintina,Berard,Quintina.Berard@mymail.com,7.07,1993-11-02,John Cabot University
4992,Jan,Roxanna,Jan.Roxanna@mymail.com,3.98,1990-05-06,Central European University
4993,Britni,Jarib,Britni.Jarib@mymail.com,4.54,1922-09-01,University of Utah (Incheon campus)
4994,Xylina,Jerald,Xylina.Jerald@mymail.com,1.81,1909-03-05,American College of Thessaloniki (ACT)
4995,Lyssa,Winnick,Lyssa.Winnick@mymail.com,6.77,2018-11-27,Girne American University
4996,Carree,Maribeth,Carree.Maribeth@mymail.com,2.65,1999-08-18,Richmond The American International University in London
4997,Jsandye,Yorick,Jsandye.Yorick@mymail.com,1.9,1993-02-22,Central European University
4998,Cassandra,Agle,Cassandra.Agle@mymail.com,7.4,1960-09-12,John Cabot University
4999,Shandie,Trace,Shandie.Trace@mymail.com,7.24,2019-08-08,Lakeland University (Japan campus)
5000,Carol-Jean,Cressida,Carol-Jean.Cressida@mymail.com,8.8,2003-02-05,RIT Kosovo / American University in Kosovo
5001,Quintina,Isacco,Quintina.Isacco@mymail.com,7.42,2017-03-28,Kean University (Wenzhou campus)
5002,Lesly,Jary,Lesly.Jary@mymail.com,5.55,1963-03-03,Lakeland University (Japan campus)
5003,Marcy,Catie,Marcy.Catie@mymail.com,9.15,1957-11-17,Temple University (Rome campus)
5004,Quintina,Munn,Quintina.Munn@mymail.com,3.65,1934-12-24,Central European University
5005,Sara-Ann,Cimbura,Sara-Ann.Cimbura@mymail.com,7.72,1906-12-21,American University of Paris
5006,Chickie,Guthrie,Chickie.Guthrie@mymail.com,4.19,1960-02-02,University of Utah (Incheon campus)
5007,Vita,Arathorn,Vita.Arathorn@mymail.com,6.5,1991-11-07,Stony Brook University (Korea campus)
5008,Babita,Therine,Babita.Therine@mymail.com,10.15,1957-10-20,Girne American University
5009,Gwenneth,Hebner,Gwenneth.Hebner@mymail.com,4.04,1940-07-23,Richmond The American International University in London
5010,Heddie,Latini,Heddie.Latini@mymail.com,6.74,2000-03-29,American University in Bulgaria
5011,Celene,Seligman,Celene.Seligman@mymail.com,5.96,1909-01-26,St. John's University (Italy campus)
5012,Rivalee,Simmonds,Rivalee.Simmonds@mymail.com,10.75,1939-08-19,Lakeland University (Japan campus)
5013,Kayla,Francyne,Kayla.Francyne@mymail.com,9.47,1960-06-14,Keiser University (Latin American campus)
5014,Jere,Doig,Jere.Doig@mymail.com,10.37,1932-07-22,University of Utah (Incheon campus)
5015,Tybie,Stelle,Tybie.Stelle@mymail.com,8.01,1965-07-30,John Cabot University
5016,Katleen,Fry,Katleen.Fry@mymail.com,8.14,1970-11-26,American College of Greece
5017,Violet,Whiffen,Violet.Whiffen@mymail.com,9.18,2000-09-27,Lebanese American University
5018,Wendi,Yuille,Wendi.Yuille@mymail.com,9.81,2019-01-27,Temple University (Japan campus)
5019,Bobbi,Mich,Bobbi.Mich@mymail.com,7.19,2012-01-15,The American University in Cairo
5020,Chrystel,Creamer,Chrystel.Creamer@mymail.com,7.42,2001-06-28,American University in Dubai
5021,Kirbee,Honoria,Kirbee.Honoria@mymail.com,4.24,1986-06-11,American University in Dubai
5022,Sam,Kronfeld,Sam.Kronfeld@mymail.com,3.71,1981-09-25,Temple University (Rome campus)
5023,Kirbee,Francyne,Kirbee.Francyne@mymail.com,7.88,1941-11-20,Richmond The American International University in London
5024,Winifred,Hebner,Winifred.Hebner@mymail.com,7.89,1993-06-30,American InterContinental University
5025,Teriann,Ramona,Teriann.Ramona@mymail.com,3.41,1960-12-08,John Cabot University
5026,Carolina,Bartlett,Carolina.Bartlett@mymail.com,5.66,1945-07-25,Stony Brook University (Korea campus)
5027,Lucille,Markman,Lucille.Markman@mymail.com,9.32,2001-12-14,New York University (Buenos Aires campus)
5028,Sheelagh,Jalbert,Sheelagh.Jalbert@mymail.com,8.83,1932-10-07,American University of Paris
5029,Gusty,Kiersten,Gusty.Kiersten@mymail.com,8.07,2017-10-26,American College of Greece
5030,Joelly,Granoff,Joelly.Granoff@mymail.com,5.04,1911-12-09,American University of Paris
5031,Krystle,Tengdin,Krystle.Tengdin@mymail.com,10.86,1937-01-03,American College Dublin
5032,Lonnie,Abbot,Lonnie.Abbot@mymail.com,1.01,1945-07-15,Girne American University
5033,Lexine,Lymann,Lexine.Lymann@mymail.com,4,1951-08-04,American University in Dubai
5034,Corina,Warthman,Corina.Warthman@mymail.com,1.4,1926-11-15,American University of Sharjah
5035,Madelle,Roarke,Madelle.Roarke@mymail.com,8.05,1958-04-15,Kean University (Wenzhou campus)
5036,Audrie,Lumbard,Audrie.Lumbard@mymail.com,7.04,1913-04-25,American University of Nigeria
5037,Alexine,Tremayne,Alexine.Tremayne@mymail.com,3.54,1947-04-10,Hellenic American University
5038,Johna,Diann,Johna.Diann@mymail.com,6.15,1911-05-05,American University of Nigeria
5039,Ronna,Margret,Ronna.Margret@mymail.com,5.92,2010-10-05,Temple University (Rome campus)
5040,Evaleen,Arathorn,Evaleen.Arathorn@mymail.com,9.71,1997-08-25,American College Dublin
5041,Iseabal,Gabrielli,Iseabal.Gabrielli@mymail.com,10.55,1903-09-30,Girne American University
5042,Phedra,Revkah,Phedra.Revkah@mymail.com,9.56,1958-09-18,American University of Beirut
5043,Genovera,Erskine,Genovera.Erskine@mymail.com,3.51,1938-01-11,John Cabot University
5044,Micheline,Ramona,Micheline.Ramona@mymail.com,6.18,1995-09-30,United States International University
5045,Meghann,Jeanne,Meghann.Jeanne@mymail.com,10.84,1990-01-17,Richmond The American International University in London
5046,Darci,Syd,Darci.Syd@mymail.com,2.42,1963-02-07,American University of Beirut
5047,Lesly,Anderea,Lesly.Anderea@mymail.com,1.44,1938-04-03,Temple University (Japan campus)
5048,Shauna,Zachary,Shauna.Zachary@mymail.com,7.75,2012-03-18,American University of Beirut
5049,Andree,Thar,Andree.Thar@mymail.com,5,1947-05-30,Saint Louis University (Madrid campus)
5050,Eadie,Lalitta,Eadie.Lalitta@mymail.com,4.93,1948-12-16,American College of Greece
5051,Marika,Arathorn,Marika.Arathorn@mymail.com,7.88,2003-05-18,Schiller International University
5052,Annecorinne,Tillford,Annecorinne.Tillford@mymail.com,7.7,2013-11-01,Temple University (Rome campus)
5053,Rori,Milde,Rori.Milde@mymail.com,8.83,1900-04-29,American University in Bulgaria
5054,Korrie,Berl,Korrie.Berl@mymail.com,4.03,1905-03-25,Rochester Institute of Technology (Dubai campus)
5055,Phylis,Mallon,Phylis.Mallon@mymail.com,8.21,1949-07-23,Temple University (Japan campus)
5056,Cristabel,Seagraves,Cristabel.Seagraves@mymail.com,8.73,1943-06-16,American InterContinental University
5057,Jsandye,Bertold,Jsandye.Bertold@mymail.com,5.96,1950-07-26,Girne American University
5058,Kaja,Fredi,Kaja.Fredi@mymail.com,3.32,1904-12-12,Lakeland University (Japan campus)
5059,Monika,Matthew,Monika.Matthew@mymail.com,10.57,1940-04-16,American InterContinental University
5060,Gianina,Parsaye,Gianina.Parsaye@mymail.com,5.18,2006-10-18,RIT Kosovo / American University in Kosovo
5061,Valeda,Dimitris,Valeda.Dimitris@mymail.com,9.02,1994-12-03,American College Dublin
5062,Carol-Jean,Han,Carol-Jean.Han@mymail.com,7.71,1998-02-12,United States International University
5063,Maridel,Phaidra,Maridel.Phaidra@mymail.com,8.87,1979-07-01,United States International University
5064,Atlanta,Sperling,Atlanta.Sperling@mymail.com,10.46,1915-07-29,Hult International Business School
5065,Arlina,Huggins,Arlina.Huggins@mymail.com,2.82,1998-05-16,St. John's University (Paris campus)
5066,Ardys,Rooney,Ardys.Rooney@mymail.com,5.62,1932-05-17,George Mason University (Incheon campus)
5067,Alexine,Goth,Alexine.Goth@mymail.com,6.26,1928-05-31,American College Dublin
5068,Adore,Havens,Adore.Havens@mymail.com,3.96,1927-01-21,Kean University (Wenzhou campus)
5069,Daryl,Cleo,Daryl.Cleo@mymail.com,4.7,1939-10-31,St. John's University (Italy campus)
5070,Alejandra,Darian,Alejandra.Darian@mymail.com,2.65,1985-09-05,Kean University (Wenzhou campus)
5071,Delilah,Ogren,Delilah.Ogren@mymail.com,1.46,1952-08-23,The American University in Cairo
5072,Allyce,Adrienne,Allyce.Adrienne@mymail.com,6.19,1975-01-21,Richmond The American International University in London
5073,Korrie,Nunci,Korrie.Nunci@mymail.com,9.56,1916-10-14,American University in Dubai
5074,Codie,Wilkinson,Codie.Wilkinson@mymail.com,3.96,2011-06-15,Lebanese American University
5075,Dulce,Yuille,Dulce.Yuille@mymail.com,8.96,1980-07-23,McDaniel College Budapest
5076,Gloria,Kauppi,Gloria.Kauppi@mymail.com,10.12,1955-04-07,Richmond The American International University in London
5077,Claudina,Pettiford,Claudina.Pettiford@mymail.com,6.38,2003-12-08,St. John's University (Paris campus)
5078,Hope,Letsou,Hope.Letsou@mymail.com,3.49,2014-09-26,American University of Paris
5079,Cissiee,Lewes,Cissiee.Lewes@mymail.com,7,1928-12-08,University of Maryland Global Campus
5080,Ann-Marie,Othilia,Ann-Marie.Othilia@mymail.com,5.57,1938-10-07,Rochester Institute of Technology (Dubai campus)
5081,Teriann,Maples,Teriann.Maples@mymail.com,7.66,1942-06-01,Keiser University (Latin American campus)
5082,Fina,Hortensia,Fina.Hortensia@mymail.com,9.78,1929-12-06,Saint Louis University (Madrid campus)
5083,Jaclyn,Kirstin,Jaclyn.Kirstin@mymail.com,10.59,1981-01-18,University of Maryland Global Campus
5084,Johna,Linehan,Johna.Linehan@mymail.com,1.06,1968-02-15,American University of Paris
5085,Miquela,Afton,Miquela.Afton@mymail.com,2.34,1974-01-07,American University of Paris
5086,Laurene,Nore,Laurene.Nore@mymail.com,1.26,2011-06-07,American InterContinental University
5087,Cristine,McCutcheon,Cristine.McCutcheon@mymail.com,9.86,1918-07-24,American University of Sharjah
5088,Feliza,Ventre,Feliza.Ventre@mymail.com,6.87,2012-07-08,Temple University (Japan campus)
5089,Nicoli,Tamsky,Nicoli.Tamsky@mymail.com,6.09,1927-08-11,American University in Bosnia and Herzegovina
5090,Tatiania,Land,Tatiania.Land@mymail.com,8.95,1962-09-10,George Mason University (Incheon campus)
5091,Belva,Berl,Belva.Berl@mymail.com,2.88,1902-11-23,Stony Brook University (Korea campus)
5092,Grier,Terencio,Grier.Terencio@mymail.com,9.45,1935-06-30,University of Maryland Global Campus
5093,Tersina,Crudden,Tersina.Crudden@mymail.com,6.46,2018-04-25,American University of Nigeria
5094,Nanete,Roxanna,Nanete.Roxanna@mymail.com,1.32,1908-04-09,Keiser University (Latin American campus)
5095,Corene,Medrek,Corene.Medrek@mymail.com,6.7,1993-02-15,Stony Brook University (Korea campus)
5096,Sherrie,Swanhildas,Sherrie.Swanhildas@mymail.com,8.52,1979-03-01,Kean University (Wenzhou campus)
5097,Kellen,Fancie,Kellen.Fancie@mymail.com,4.56,1910-05-06,Schiller International University
5098,Frances,Weaks,Frances.Weaks@mymail.com,4.99,1901-04-08,Saint Louis University (Madrid campus)
5099,Clo,Phi,Clo.Phi@mymail.com,1.19,1996-07-07,Rochester Institute of Technology (Dubai campus)
5100,Moyna,Stuart,Moyna.Stuart@mymail.com,8.56,1989-03-07,Saint Louis University (Madrid campus)
5101,Frank,Ax,Frank.Ax@mymail.com,1.36,1942-02-28,The American University in Cairo
5102,Tarra,Atonsah,Tarra.Atonsah@mymail.com,5.82,1998-04-09,New York University (Florence campus)
5103,Caryl,Allare,Caryl.Allare@mymail.com,2.55,1924-04-02,American University of Beirut
5104,Sharlene,Persse,Sharlene.Persse@mymail.com,7.8,1971-07-31,American University of Paris
5105,Vere,Old,Vere.Old@mymail.com,10.13,1913-12-13,Rochester Institute of Technology (Dubai campus)
5106,Ottilie,Donell,Ottilie.Donell@mymail.com,8.12,1958-04-29,St. John's University (Italy campus)
5107,Zia,Rhu,Zia.Rhu@mymail.com,9.56,1934-01-01,Richmond The American International University in London
5108,Glenda,Wyn,Glenda.Wyn@mymail.com,1.36,1956-05-16,Girne American University
5109,Concettina,Couture,Concettina.Couture@mymail.com,10.59,2013-08-22,Richmond The American International University in London
5110,Dorice,Tomasina,Dorice.Tomasina@mymail.com,9.86,1965-03-10,American University of Nigeria
5111,Dede,Marijo,Dede.Marijo@mymail.com,6.82,1942-04-08,Temple University (Japan campus)
5112,Kara-Lynn,Lunsford,Kara-Lynn.Lunsford@mymail.com,3.12,1908-11-06,The American University in Cairo
5113,Cathie,Diogenes,Cathie.Diogenes@mymail.com,4.68,1932-05-01,Keiser University (Latin American campus)
5114,Deirdre,Zeeba,Deirdre.Zeeba@mymail.com,9.97,1978-07-27,Keiser University (Latin American campus)
5115,Alisha,Ventre,Alisha.Ventre@mymail.com,5.25,2002-05-27,St. John's University (Paris campus)
5116,Antonietta,Madox,Antonietta.Madox@mymail.com,4.55,2014-09-03,Schiller International University
5117,Mariele,Boycey,Mariele.Boycey@mymail.com,5.86,2003-11-25,New York University (Abu Dhabi campus)
5118,Lisette,Estella,Lisette.Estella@mymail.com,2.44,1964-07-02,University of Utah (Incheon campus)
5119,Cecile,Erlandson,Cecile.Erlandson@mymail.com,5.21,1990-03-26,American University of Paris
5120,Almeta,Goldina,Almeta.Goldina@mymail.com,7.17,1932-04-18,American College Dublin
5121,Aubrie,Gladstone,Aubrie.Gladstone@mymail.com,3.67,2019-12-03,Saint Louis University (Madrid campus)
5122,Vita,Pelagias,Vita.Pelagias@mymail.com,6.54,1964-07-24,American University of Beirut
5123,Ermengarde,Redmond,Ermengarde.Redmond@mymail.com,10.67,1999-10-27,University of Maryland Global Campus
5124,Goldie,Philoo,Goldie.Philoo@mymail.com,9.85,1960-03-15,Saint Louis University (Madrid campus)
5125,Lorenza,Dudley,Lorenza.Dudley@mymail.com,9.37,1982-07-23,St. John's University (Italy campus)
5126,Edith,Presber,Edith.Presber@mymail.com,7.88,1974-02-01,St. John's University (Paris campus)
5127,Lolita,Fredi,Lolita.Fredi@mymail.com,5.26,1913-07-04,Temple University (Rome campus)
5128,Henriette,Lipson,Henriette.Lipson@mymail.com,10.9,1971-04-19,Schiller International University
5129,Caritta,Even,Caritta.Even@mymail.com,2.29,1982-02-17,Richmond The American International University in London
5130,Shaylyn,Palocz,Shaylyn.Palocz@mymail.com,7.72,1960-04-26,American University of Antigua
5131,Konstance,Philoo,Konstance.Philoo@mymail.com,9.49,1961-03-27,New York University (Florence campus)
5132,Teddie,Kevon,Teddie.Kevon@mymail.com,2.03,1920-10-17,American College of Thessaloniki (ACT)
5133,Krystle,Cavan,Krystle.Cavan@mymail.com,9.79,1968-02-29,Kean University (Wenzhou campus)
5134,Ingrid,Kristi,Ingrid.Kristi@mymail.com,10.36,1940-04-13,Hellenic American University
